Type,Date,Hour,Weekday,DayCode,Location,Amount
Withdrawal,27,11,Sun,1,CampusB,1000 
Withdrawal,27,11,Sun,1,DriveUp,9000 
Withdrawal,27,11,Sun,1,CampusB,2000 
Withdrawal,27,11,Sun,1,DriveUp,2000 
Withdrawal,27,11,Sun,1,DriveUp,2000 
Deposit,27,11,Sun,1,DriveUp,3000 
Withdrawal,27,11,Sun,1,DriveUp,3000 
Withdrawal,27,11,Sun,1,CampusB,1000 
Withdrawal,27,11,Sun,1,CampusB,1000 
Deposit,27,12,Sun,1,DriveUp,8000 
Withdrawal,27,12,Sun,1,CampusB,3000 
Withdrawal,27,12,Sun,1,DriveUp,3000 
Withdrawal,27,12,Sun,1,DriveUp,2000 
Deposit,27,12,Sun,1,DriveUp,33000 
Transfer,27,12,Sun,1,DriveUp,9000 
Deposit,27,12,Sun,1,CampusB,2000 
Withdrawal,27,12,Sun,1,DriveUp,1000 
Withdrawal,27,12,Sun,1,DriveUp,6000 
Withdrawal,27,12,Sun,1,CampusB,6000 
Deposit,27,12,Sun,1,DriveUp,49000 
Withdrawal,27,12,Sun,1,DriveUp,2000 
Withdrawal,27,12,Sun,1,DriveUp,2000 
Withdrawal,27,12,Sun,1,CampusB,1000 
Withdrawal,27,12,Sun,1,DriveUp,3000 
Withdrawal,27,12,Sun,1,CampusB,1000 
Withdrawal,27,12,Sun,1,CampusA,2000 
Withdrawal,27,12,Sun,1,DriveUp,2000 
Withdrawal,27,12,Sun,1,DriveUp,1000 
Withdrawal,27,12,Sun,1,CampusB,2000 
Deposit,27,12,Sun,1,DriveUp,23000 
Withdrawal,27,12,Sun,1,DriveUp,1000 
Withdrawal,27,12,Sun,1,DriveUp,1000 
Withdrawal,27,12,Sun,1,CampusB,2000 
Withdrawal,27,12,Sun,1,DriveUp,1000 
Withdrawal,27,12,Sun,1,CampusB,1000 
Withdrawal,27,12,Sun,1,DriveUp,2000 
Withdrawal,27,13,Sun,1,CampusB,1000 
Withdrawal,27,13,Sun,1,DriveUp,4000 
Withdrawal,27,13,Sun,1,CampusB,2000 
Withdrawal,27,13,Sun,1,DriveUp,6000 
Deposit,27,13,Sun,1,DriveUp,11000 
Withdrawal,27,13,Sun,1,DriveUp,1000 
Withdrawal,27,13,Sun,1,DriveUp,4000 
Withdrawal,27,13,Sun,1,CampusB,1000 
Deposit,27,13,Sun,1,DriveUp,4000 
Withdrawal,27,13,Sun,1,DriveUp,3000 
Withdrawal,27,13,Sun,1,CampusB,1000 
Deposit,27,13,Sun,1,DriveUp,33000 
Withdrawal,27,13,Sun,1,DriveUp,5000 
Withdrawal,27,13,Sun,1,CampusB,1000 
Withdrawal,27,13,Sun,1,CampusB,1000 
Withdrawal,27,13,Sun,1,DriveUp,2000 
Withdrawal,27,13,Sun,1,DriveUp,2000 
Withdrawal,27,13,Sun,1,CampusB,1000 
Withdrawal,27,13,Sun,1,DriveUp,2000 
Withdrawal,27,13,Sun,1,CampusB,1000 
Withdrawal,27,13,Sun,1,CampusB,1000 
Withdrawal,27,13,Sun,1,DriveUp,1000 
Withdrawal,27,13,Sun,1,CampusB,1000 
Withdrawal,27,13,Sun,1,CampusB,2000 
Withdrawal,27,14,Sun,1,CampusB,2000 
Withdrawal,27,14,Sun,1,CampusB,1000 
Deposit,27,14,Sun,1,DriveUp,150000 
Withdrawal,27,14,Sun,1,DriveUp,3000 
Withdrawal,27,14,Sun,1,DriveUp,1000 
Withdrawal,27,14,Sun,1,CampusB,1000 
Deposit,27,14,Sun,1,DriveUp,3000 
Withdrawal,27,14,Sun,1,CampusB,1000 
Deposit,27,14,Sun,1,DriveUp,50000 
Withdrawal,27,14,Sun,1,DriveUp,1000 
Withdrawal,27,14,Sun,1,CampusB,1000 
Withdrawal,27,14,Sun,1,CampusB,2000 
Withdrawal,27,14,Sun,1,CampusB,1000 
Withdrawal,27,14,Sun,1,CampusB,1000 
Withdrawal,27,14,Sun,1,DriveUp,2000 
Withdrawal,27,14,Sun,1,CampusB,1000 
Withdrawal,27,14,Sun,1,DriveUp,3000 
Withdrawal,27,14,Sun,1,DriveUp,1000 
Deposit,27,14,Sun,1,CampusB,3000 
Withdrawal,27,14,Sun,1,DriveUp,15000 
Deposit,27,14,Sun,1,CampusB,2000 
Withdrawal,27,14,Sun,1,CampusB,1000 
Withdrawal,27,14,Sun,1,DriveUp,1000 
Withdrawal,27,14,Sun,1,CampusB,1000 
Withdrawal,27,14,Sun,1,DriveUp,15000 
Withdrawal,27,14,Sun,1,DriveUp,2000 
Deposit,27,14,Sun,1,CampusB,5000 
Withdrawal,27,14,Sun,1,CampusB,1000 
Withdrawal,27,14,Sun,1,CampusB,2000 
Withdrawal,27,14,Sun,1,DriveUp,2000 
Deposit,27,15,Sun,1,DriveUp,13000 
Withdrawal,27,15,Sun,1,DriveUp,1000 
Deposit,27,15,Sun,1,CampusB,11000 
Withdrawal,27,15,Sun,1,DriveUp,4000 
Withdrawal,27,15,Sun,1,CampusB,1000 
Withdrawal,27,15,Sun,1,CampusB,1000 
Withdrawal,27,15,Sun,1,CampusB,1000 
Withdrawal,27,15,Sun,1,CampusB,1000 
Withdrawal,27,15,Sun,1,CampusB,1000 
Deposit,27,15,Sun,1,DriveUp,15000 
Withdrawal,27,15,Sun,1,DriveUp,2000 
Withdrawal,27,15,Sun,1,CampusB,1000 
Withdrawal,27,15,Sun,1,CampusB,1000 
Withdrawal,27,15,Sun,1,DriveUp,1000 
Withdrawal,27,15,Sun,1,CampusB,1000 
Withdrawal,27,15,Sun,1,CampusB,1000 
Deposit,27,15,Sun,1,DriveUp,14000 
Withdrawal,27,15,Sun,1,CampusB,1000 
Withdrawal,27,15,Sun,1,DriveUp,1000 
Deposit,27,16,Sun,1,DriveUp,30000 
Deposit,27,16,Sun,1,DriveUp,6000 
Withdrawal,27,16,Sun,1,DriveUp,2000 
Deposit,27,16,Sun,1,CampusB,1000 
Withdrawal,27,16,Sun,1,CampusB,1000 
Deposit,27,16,Sun,1,DriveUp,32000 
Withdrawal,27,16,Sun,1,DriveUp,2000 
Transfer,27,16,Sun,1,DriveUp,2000 
Withdrawal,27,16,Sun,1,CampusB,1000 
Withdrawal,27,16,Sun,1,DriveUp,1000 
Withdrawal,27,16,Sun,1,CampusB,1000 
Withdrawal,27,16,Sun,1,DriveUp,2000 
Withdrawal,27,16,Sun,1,CampusB,2000 
Withdrawal,27,16,Sun,1,CampusB,1000 
Deposit,27,16,Sun,1,DriveUp,3000 
Withdrawal,27,16,Sun,1,DriveUp,3000 
Transfer,27,16,Sun,1,DriveUp,15000 
Withdrawal,27,16,Sun,1,CampusB,1000 
Withdrawal,27,16,Sun,1,DriveUp,12000 
Withdrawal,27,16,Sun,1,DriveUp,2000 
Deposit,27,16,Sun,1,DriveUp,21000 
Withdrawal,27,16,Sun,1,CampusB,1000 
Withdrawal,27,16,Sun,1,DriveUp,2000 
Withdrawal,27,16,Sun,1,CampusB,1000 
Withdrawal,27,16,Sun,1,DriveUp,3000 
Withdrawal,27,16,Sun,1,CampusB,2000 
Withdrawal,27,16,Sun,1,CampusB,1000 
Withdrawal,27,16,Sun,1,CampusB,1000 
Withdrawal,27,16,Sun,1,CampusB,1000 
Deposit,27,16,Sun,1,DriveUp,1000 
Withdrawal,27,16,Sun,1,CampusB,1000 
Withdrawal,27,16,Sun,1,CampusB,1000 
Withdrawal,27,17,Sun,1,DriveUp,3000 
Withdrawal,27,17,Sun,1,CampusB,1000 
Deposit,27,17,Sun,1,CampusB,2000 
Withdrawal,27,17,Sun,1,CampusB,1000 
Withdrawal,27,17,Sun,1,CampusB,1000 
Withdrawal,27,17,Sun,1,CampusB,1000 
Withdrawal,27,17,Sun,1,DriveUp,1000 
Withdrawal,27,17,Sun,1,CampusB,1000 
Withdrawal,27,17,Sun,1,CampusB,1000 
Deposit,27,17,Sun,1,DriveUp,23000 
Withdrawal,27,17,Sun,1,CampusB,1000 
Withdrawal,27,17,Sun,1,DriveUp,4000 
Deposit,27,17,Sun,1,DriveUp,11000 
Withdrawal,27,17,Sun,1,CampusB,1000 
Withdrawal,27,17,Sun,1,DriveUp,1000 
Withdrawal,27,17,Sun,1,CampusB,1000 
Withdrawal,27,17,Sun,1,DriveUp,3000 
Withdrawal,27,17,Sun,1,CampusB,1000 
Deposit,27,17,Sun,1,CampusB,3000 
Withdrawal,27,17,Sun,1,DriveUp,1000 
Withdrawal,27,17,Sun,1,DriveUp,2000 
Withdrawal,27,17,Sun,1,CampusB,1000 
Withdrawal,27,17,Sun,1,CampusB,1000 
Withdrawal,27,17,Sun,1,CampusB,1000 
Withdrawal,27,17,Sun,1,CampusB,1000 
Withdrawal,27,17,Sun,1,CampusB,1000 
Withdrawal,27,17,Sun,1,CampusB,3000 
Withdrawal,27,17,Sun,1,CampusB,1000 
Withdrawal,27,17,Sun,1,DriveUp,1000 
Withdrawal,27,17,Sun,1,CampusB,1000 
Deposit,27,17,Sun,1,DriveUp,21000 
Withdrawal,27,17,Sun,1,CampusB,1000 
Withdrawal,27,17,Sun,1,CampusB,1000 
Withdrawal,27,17,Sun,1,CampusB,1000 
Withdrawal,27,18,Sun,1,CampusB,1000 
Withdrawal,27,18,Sun,1,CampusB,1000 
Deposit,27,18,Sun,1,DriveUp,41000 
Withdrawal,27,18,Sun,1,DriveUp,2000 
Deposit,27,18,Sun,1,DriveUp,17000 
Withdrawal,27,18,Sun,1,DriveUp,2000 
Withdrawal,27,18,Sun,1,CampusB,1000 
Withdrawal,27,18,Sun,1,CampusB,1000 
Withdrawal,27,18,Sun,1,DriveUp,5000 
Withdrawal,27,18,Sun,1,DriveUp,1000 
Withdrawal,27,18,Sun,1,DriveUp,1000 
Withdrawal,27,18,Sun,1,CampusB,1000 
Withdrawal,27,18,Sun,1,CampusB,1000 
Withdrawal,27,18,Sun,1,CampusB,2000 
Withdrawal,27,18,Sun,1,DriveUp,2000 
Withdrawal,27,18,Sun,1,CampusB,1000 
Withdrawal,27,18,Sun,1,CampusB,1000 
Deposit,27,18,Sun,1,DriveUp,3000 
Withdrawal,27,18,Sun,1,DriveUp,1000 
Deposit,27,18,Sun,1,CampusB,5000 
Withdrawal,27,18,Sun,1,CampusB,1000 
Withdrawal,27,18,Sun,1,CampusB,3000 
Withdrawal,27,18,Sun,1,CampusB,1000 
Deposit,27,18,Sun,1,DriveUp,14000 
Withdrawal,27,18,Sun,1,DriveUp,8000 
Deposit,27,18,Sun,1,DriveUp,2000 
Withdrawal,27,18,Sun,1,CampusB,1000 
Transfer,27,18,Sun,1,DriveUp,4000 
Withdrawal,27,18,Sun,1,DriveUp,1000 
Withdrawal,27,18,Sun,1,CampusB,1000 
Deposit,27,18,Sun,1,CampusB,2000 
Withdrawal,27,18,Sun,1,CampusB,1000 
Deposit,27,18,Sun,1,DriveUp,3000 
Deposit,27,18,Sun,1,DriveUp,6000 
Withdrawal,27,18,Sun,1,CampusB,1000 
Withdrawal,27,18,Sun,1,CampusB,1000 
Withdrawal,27,18,Sun,1,DriveUp,1000 
Withdrawal,27,18,Sun,1,CampusB,1000 
Withdrawal,27,18,Sun,1,CampusB,1000 
Withdrawal,27,18,Sun,1,CampusB,1000 
Withdrawal,27,18,Sun,1,DriveUp,2000 
Withdrawal,27,18,Sun,1,CampusB,2000 
Deposit,27,18,Sun,1,CampusB,3000 
Deposit,27,18,Sun,1,DriveUp,44000 
Withdrawal,27,18,Sun,1,CampusB,1000 
Withdrawal,27,18,Sun,1,DriveUp,1000 
Withdrawal,27,19,Sun,1,CampusB,1000 
Withdrawal,27,19,Sun,1,CampusB,1000 
Withdrawal,27,19,Sun,1,DriveUp,1000 
Withdrawal,27,19,Sun,1,CampusB,1000 
Withdrawal,27,19,Sun,1,CampusB,1000 
Withdrawal,27,19,Sun,1,CampusB,1000 
Withdrawal,27,19,Sun,1,DriveUp,1000 
Withdrawal,27,19,Sun,1,CampusB,1000 
Withdrawal,27,19,Sun,1,DriveUp,1000 
Withdrawal,27,19,Sun,1,DriveUp,1000 
Withdrawal,27,19,Sun,1,CampusB,1000 
Withdrawal,27,19,Sun,1,CampusB,1000 
Withdrawal,27,19,Sun,1,CampusB,1000 
Withdrawal,27,19,Sun,1,CampusB,1000 
Withdrawal,27,19,Sun,1,CampusB,1000 
Withdrawal,27,19,Sun,1,CampusB,1000 
Withdrawal,27,19,Sun,1,CampusB,1000 
Withdrawal,27,19,Sun,1,DriveUp,2000 
Withdrawal,27,19,Sun,1,CampusB,1000 
Withdrawal,27,19,Sun,1,CampusB,1000 
Withdrawal,27,19,Sun,1,DriveUp,2000 
Withdrawal,27,19,Sun,1,DriveUp,2000 
Withdrawal,27,19,Sun,1,CampusB,2000 
Deposit,27,19,Sun,1,DriveUp,27000 
Deposit,27,19,Sun,1,DriveUp,19000 
Withdrawal,27,19,Sun,1,DriveUp,2000 
Withdrawal,27,20,Sun,1,DriveUp,2000 
Withdrawal,27,20,Sun,1,CampusB,1000 
Withdrawal,27,20,Sun,1,CampusB,1000 
Withdrawal,27,20,Sun,1,DriveUp,1000 
Withdrawal,27,20,Sun,1,CampusB,1000 
Withdrawal,27,20,Sun,1,CampusB,1000 
Withdrawal,27,20,Sun,1,DriveUp,1000 
Deposit,27,20,Sun,1,DriveUp,30000 
Withdrawal,27,20,Sun,1,CampusB,1000 
Withdrawal,27,20,Sun,1,CampusB,1000 
Deposit,27,20,Sun,1,CampusB,11000 
Deposit,27,20,Sun,1,DriveUp,14000 
Withdrawal,27,20,Sun,1,DriveUp,2000 
Withdrawal,27,20,Sun,1,CampusB,1000 
Withdrawal,27,20,Sun,1,CampusB,1000 
Withdrawal,27,20,Sun,1,DriveUp,1000 
Withdrawal,27,20,Sun,1,DriveUp,1000 
Withdrawal,27,20,Sun,1,CampusB,1000 
Withdrawal,27,20,Sun,1,CampusB,1000 
Withdrawal,27,20,Sun,1,DriveUp,2000 
Withdrawal,27,20,Sun,1,CampusB,1000 
Withdrawal,27,20,Sun,1,CampusB,1000 
Withdrawal,27,20,Sun,1,CampusB,1000 
Withdrawal,27,20,Sun,1,DriveUp,3000 
Deposit,27,20,Sun,1,DriveUp,2000 
Withdrawal,27,20,Sun,1,DriveUp,2000 
Withdrawal,27,20,Sun,1,CampusB,1000 
Deposit,27,20,Sun,1,DriveUp,24000 
Withdrawal,27,20,Sun,1,DriveUp,1000 
Deposit,27,20,Sun,1,CampusB,3000 
Deposit,27,21,Sun,1,DriveUp,27000 
Deposit,27,21,Sun,1,DriveUp,5000 
Withdrawal,27,21,Sun,1,DriveUp,2000 
Withdrawal,27,21,Sun,1,DriveUp,3000 
Withdrawal,27,21,Sun,1,DriveUp,7000 
Withdrawal,27,21,Sun,1,CampusB,1000 
Withdrawal,27,21,Sun,1,DriveUp,6000 
Deposit,27,21,Sun,1,CampusB,2000 
Withdrawal,27,21,Sun,1,CampusB,1000 
Deposit,27,21,Sun,1,DriveUp,1000 
Withdrawal,27,21,Sun,1,DriveUp,1000 
Withdrawal,27,21,Sun,1,DriveUp,1000 
Withdrawal,27,21,Sun,1,CampusB,1000 
Withdrawal,27,21,Sun,1,CampusB,2000 
Withdrawal,27,21,Sun,1,CampusB,1000 
Deposit,27,21,Sun,1,CampusB,2000 
Withdrawal,27,21,Sun,1,CampusB,1000 
Withdrawal,27,21,Sun,1,CampusB,1000 
Deposit,27,21,Sun,1,CampusB,1000 
Withdrawal,27,21,Sun,1,CampusB,1000 
Withdrawal,27,21,Sun,1,CampusB,1000 
Withdrawal,27,21,Sun,1,CampusB,2000 
Withdrawal,27,22,Sun,1,CampusB,2000 
Withdrawal,27,22,Sun,1,CampusB,1000 
Withdrawal,27,22,Sun,1,CampusB,2000 
Deposit,27,22,Sun,1,DriveUp,8000 
Withdrawal,27,22,Sun,1,CampusB,1000 
Deposit,27,22,Sun,1,DriveUp,8000 
Withdrawal,27,22,Sun,1,CampusB,2000 
Withdrawal,27,22,Sun,1,CampusB,1000 
Withdrawal,27,22,Sun,1,CampusB,1000 
Withdrawal,27,22,Sun,1,CampusB,1000 
Withdrawal,27,22,Sun,1,CampusB,1000 
Deposit,27,23,Sun,1,DriveUp,1000 
Deposit,27,23,Sun,1,DriveUp,7000 
Withdrawal,27,23,Sun,1,CampusB,1000 
Deposit,27,23,Sun,1,DriveUp,1000 
Withdrawal,27,23,Sun,1,DriveUp,1000 
Deposit,28,0,Mon,2,CampusB,3000 
Withdrawal,28,0,Mon,2,CampusB,1000 
Deposit,28,0,Mon,2,DriveUp,3000 
Withdrawal,28,0,Mon,2,DriveUp,2000 
Withdrawal,28,4,Mon,2,CampusB,2000 
Withdrawal,28,5,Mon,2,DriveUp,2000 
Deposit,28,6,Mon,2,DriveUp,3000 
Withdrawal,28,6,Mon,2,DriveUp,2000 
Withdrawal,28,6,Mon,2,DriveUp,3000 
Withdrawal,28,6,Mon,2,DriveUp,1000 
Deposit,28,6,Mon,2,DriveUp,2000 
Withdrawal,28,6,Mon,2,DriveUp,2000 
Withdrawal,28,7,Mon,2,DriveUp,1000 
Deposit,28,7,Mon,2,DriveUp,12000 
Deposit,28,7,Mon,2,DriveUp,31000 
Withdrawal,28,7,Mon,2,DriveUp,1000 
Withdrawal,28,7,Mon,2,CampusB,1000 
Withdrawal,28,7,Mon,2,DriveUp,5000 
Withdrawal,28,7,Mon,2,CampusB,2000 
Withdrawal,28,7,Mon,2,DriveUp,4000 
Withdrawal,28,8,Mon,2,DriveUp,4000 
Deposit,28,8,Mon,2,DriveUp,30000 
Withdrawal,28,8,Mon,2,DriveUp,2000 
Withdrawal,28,8,Mon,2,CampusB,1000 
Deposit,28,8,Mon,2,DriveUp,24000 
Withdrawal,28,8,Mon,2,CampusB,2000 
Transfer,28,8,Mon,2,CampusB,1000 
Withdrawal,28,8,Mon,2,DriveUp,6000 
Withdrawal,28,8,Mon,2,DriveUp,1000 
Withdrawal,28,8,Mon,2,DriveUp,3000 
Withdrawal,28,8,Mon,2,CampusB,2000 
Deposit,28,8,Mon,2,CampusB,72000 
Deposit,28,8,Mon,2,DriveUp,77000 
Withdrawal,28,8,Mon,2,DriveUp,2000 
Deposit,28,8,Mon,2,DriveUp,2000 
Deposit,28,8,Mon,2,DriveUp,8000 
Withdrawal,28,8,Mon,2,DriveUp,8000 
Deposit,28,8,Mon,2,DriveUp,2000 
Transfer,28,8,Mon,2,DriveUp,75000 
Withdrawal,28,8,Mon,2,DriveUp,4000 
Withdrawal,28,8,Mon,2,DriveUp,2000 
Withdrawal,28,8,Mon,2,DriveUp,2000 
Deposit,28,8,Mon,2,DriveUp,2000 
Withdrawal,28,8,Mon,2,DriveUp,2000 
Withdrawal,28,8,Mon,2,CampusB,12000 
Withdrawal,28,9,Mon,2,CampusB,2000 
Deposit,28,9,Mon,2,CampusB,1000 
Transfer,28,9,Mon,2,CampusB,1000 
Transfer,28,9,Mon,2,CampusB,8000 
Withdrawal,28,9,Mon,2,CampusB,2000 
Deposit,28,9,Mon,2,CampusB,6000 
Withdrawal,28,9,Mon,2,CampusB,6000 
Deposit,28,9,Mon,2,CampusB,7000 
Withdrawal,28,9,Mon,2,CampusB,1000 
Transfer,28,9,Mon,2,CampusA,1000 
Withdrawal,28,9,Mon,2,CampusB,1000 
Withdrawal,28,9,Mon,2,CampusB,6000 
Withdrawal,28,9,Mon,2,CampusB,1000 
Withdrawal,28,9,Mon,2,CampusB,1000 
Withdrawal,28,9,Mon,2,CampusB,1000 
Transfer,28,9,Mon,2,CampusB,90000 
Withdrawal,28,9,Mon,2,CampusB,2000 
Withdrawal,28,9,Mon,2,DriveUp,1000 
Deposit,28,9,Mon,2,CampusB,2000 
Withdrawal,28,9,Mon,2,CampusB,1000 
Withdrawal,28,9,Mon,2,DriveUp,5000 
Withdrawal,28,9,Mon,2,CampusA,1000 
Deposit,28,9,Mon,2,CampusB,2000 
Deposit,28,9,Mon,2,CampusB,3000 
Deposit,28,9,Mon,2,CampusB,2000 
Withdrawal,28,9,Mon,2,CampusB,1000 
Deposit,28,9,Mon,2,CampusB,5000 
Withdrawal,28,10,Mon,2,CampusB,1000 
Deposit,28,10,Mon,2,CampusB,2000 
Deposit,28,10,Mon,2,CampusB,9000 
Withdrawal,28,10,Mon,2,CampusA,1000 
Withdrawal,28,10,Mon,2,CampusB,1000 
Withdrawal,28,10,Mon,2,CampusB,1000 
Withdrawal,28,10,Mon,2,CampusB,2000 
Deposit,28,10,Mon,2,DriveUp,25000 
Withdrawal,28,10,Mon,2,DriveUp,1000 
Withdrawal,28,10,Mon,2,CampusB,1000 
Withdrawal,28,10,Mon,2,CampusB,2000 
Deposit,28,10,Mon,2,DriveUp,6000 
Withdrawal,28,10,Mon,2,DriveUp,1000 
Withdrawal,28,10,Mon,2,DriveUp,1000 
Withdrawal,28,10,Mon,2,DriveUp,1000 
Withdrawal,28,10,Mon,2,CampusB,1000 
Deposit,28,10,Mon,2,CampusB,1000 
Deposit,28,10,Mon,2,DriveUp,55000 
Withdrawal,28,10,Mon,2,DriveUp,6000 
Withdrawal,28,10,Mon,2,CampusB,1000 
Withdrawal,28,10,Mon,2,CampusB,1000 
Deposit,28,10,Mon,2,DriveUp,1000 
Withdrawal,28,10,Mon,2,CampusB,2000 
Withdrawal,28,10,Mon,2,CampusA,1000 
Deposit,28,11,Mon,2,CampusB,10000 
Withdrawal,28,11,Mon,2,DriveUp,2000 
Withdrawal,28,11,Mon,2,CampusB,1000 
Withdrawal,28,11,Mon,2,CampusB,1000 
Withdrawal,28,11,Mon,2,CampusB,1000 
Deposit,28,11,Mon,2,DriveUp,5000 
Withdrawal,28,11,Mon,2,DriveUp,1000 
Deposit,28,11,Mon,2,CampusB,7000 
Withdrawal,28,11,Mon,2,CampusB,1000 
Withdrawal,28,11,Mon,2,CampusB,1000 
Withdrawal,28,11,Mon,2,CampusB,1000 
Deposit,28,11,Mon,2,DriveUp,2000 
Withdrawal,28,11,Mon,2,DriveUp,2000 
Withdrawal,28,11,Mon,2,CampusB,1000 
Withdrawal,28,11,Mon,2,DriveUp,1000 
Withdrawal,28,11,Mon,2,DriveUp,2000 
Deposit,28,11,Mon,2,CampusB,18000 
Withdrawal,28,11,Mon,2,CampusB,1000 
Withdrawal,28,11,Mon,2,DriveUp,4000 
Withdrawal,28,11,Mon,2,DriveUp,1000 
Withdrawal,28,11,Mon,2,DriveUp,2000 
Withdrawal,28,11,Mon,2,DriveUp,2000 
Withdrawal,28,11,Mon,2,CampusB,1000 
Withdrawal,28,11,Mon,2,CampusB,2000 
Withdrawal,28,11,Mon,2,DriveUp,2000 
Withdrawal,28,11,Mon,2,CampusB,1000 
Withdrawal,28,11,Mon,2,CampusB,1000 
Deposit,28,11,Mon,2,CampusB,2000 
Withdrawal,28,11,Mon,2,CampusB,1000 
Withdrawal,28,11,Mon,2,DriveUp,3000 
Withdrawal,28,11,Mon,2,CampusB,1000 
Deposit,28,11,Mon,2,DriveUp,2000 
Withdrawal,28,11,Mon,2,CampusB,1000 
Deposit,28,11,Mon,2,DriveUp,10000 
Withdrawal,28,11,Mon,2,DriveUp,1000 
Withdrawal,28,11,Mon,2,CampusB,1000 
Withdrawal,28,11,Mon,2,DriveUp,2000 
Withdrawal,28,11,Mon,2,CampusB,2000 
Withdrawal,28,11,Mon,2,CampusB,1000 
Withdrawal,28,11,Mon,2,CampusB,4000 
Deposit,28,11,Mon,2,DriveUp,8000 
Withdrawal,28,11,Mon,2,CampusA,2000 
Withdrawal,28,11,Mon,2,CampusB,6000 
Transfer,28,11,Mon,2,DriveUp,15000 
Withdrawal,28,11,Mon,2,DriveUp,2000 
Deposit,28,11,Mon,2,CampusB,17000 
Withdrawal,28,11,Mon,2,CampusB,1000 
Withdrawal,28,11,Mon,2,DriveUp,5000 
Withdrawal,28,11,Mon,2,DriveUp,1000 
Deposit,28,11,Mon,2,CampusB,15000 
Withdrawal,28,11,Mon,2,DriveUp,9000 
Withdrawal,28,12,Mon,2,CampusB,1000 
Withdrawal,28,12,Mon,2,CampusB,1000 
Transfer,28,12,Mon,2,DriveUp,36000 
Withdrawal,28,12,Mon,2,CampusB,1000 
Withdrawal,28,12,Mon,2,CampusB,1000 
Withdrawal,28,12,Mon,2,CampusB,1000 
Withdrawal,28,12,Mon,2,DriveUp,1000 
Deposit,28,12,Mon,2,DriveUp,6000 
Withdrawal,28,12,Mon,2,CampusB,2000 
Withdrawal,28,12,Mon,2,CampusB,1000 
Withdrawal,28,12,Mon,2,CampusB,1000 
Deposit,28,12,Mon,2,CampusB,17000 
Withdrawal,28,12,Mon,2,CampusB,1000 
Withdrawal,28,12,Mon,2,DriveUp,1000 
Withdrawal,28,12,Mon,2,CampusB,1000 
Withdrawal,28,12,Mon,2,DriveUp,1000 
Withdrawal,28,12,Mon,2,DriveUp,3000 
Withdrawal,28,12,Mon,2,DriveUp,11000 
Deposit,28,12,Mon,2,DriveUp,18000 
Withdrawal,28,12,Mon,2,DriveUp,1000 
Withdrawal,28,12,Mon,2,CampusB,1000 
Withdrawal,28,12,Mon,2,CampusB,1000 
Withdrawal,28,12,Mon,2,CampusB,1000 
Deposit,28,12,Mon,2,CampusB,7000 
Withdrawal,28,12,Mon,2,CampusB,2000 
Deposit,28,12,Mon,2,DriveUp,1000 
Withdrawal,28,12,Mon,2,CampusB,1000 
Withdrawal,28,12,Mon,2,DriveUp,2000 
Deposit,28,12,Mon,2,CampusB,8000 
Transfer,28,12,Mon,2,CampusB,3000 
Withdrawal,28,12,Mon,2,CampusB,1000 
Withdrawal,28,12,Mon,2,CampusB,1000 
Withdrawal,28,12,Mon,2,CampusB,1000 
Withdrawal,28,12,Mon,2,CampusB,9000 
Withdrawal,28,12,Mon,2,DriveUp,3000 
Withdrawal,28,12,Mon,2,CampusB,2000 
Withdrawal,28,12,Mon,2,DriveUp,3000 
Withdrawal,28,12,Mon,2,CampusB,1000 
Withdrawal,28,12,Mon,2,CampusB,1000 
Withdrawal,28,12,Mon,2,CampusB,2000 
Withdrawal,28,12,Mon,2,CampusB,1000 
Deposit,28,12,Mon,2,DriveUp,4000 
Withdrawal,28,12,Mon,2,CampusB,3000 
Deposit,28,12,Mon,2,DriveUp,6000 
Deposit,28,12,Mon,2,DriveUp,9000 
Withdrawal,28,12,Mon,2,DriveUp,2000 
Deposit,28,12,Mon,2,CampusB,2000 
Transfer,28,12,Mon,2,CampusB,3000 
Deposit,28,12,Mon,2,DriveUp,155000 
Withdrawal,28,12,Mon,2,DriveUp,2000 
Withdrawal,28,12,Mon,2,CampusB,2000 
Deposit,28,12,Mon,2,DriveUp,19000 
Withdrawal,28,12,Mon,2,CampusB,1000 
Deposit,28,12,Mon,2,DriveUp,45000 
Withdrawal,28,12,Mon,2,DriveUp,1000 
Withdrawal,28,12,Mon,2,CampusB,1000 
Deposit,28,12,Mon,2,CampusB,6000 
Withdrawal,28,12,Mon,2,CampusB,1000 
Deposit,28,12,Mon,2,CampusB,4000 
Transfer,28,12,Mon,2,CampusB,15000 
Deposit,28,12,Mon,2,DriveUp,6000 
Withdrawal,28,12,Mon,2,DriveUp,1000 
Deposit,28,12,Mon,2,CampusB,32000 
Deposit,28,12,Mon,2,DriveUp,1000 
Withdrawal,28,12,Mon,2,CampusB,1000 
Withdrawal,28,12,Mon,2,CampusB,1000 
Withdrawal,28,13,Mon,2,DriveUp,2000 
Withdrawal,28,13,Mon,2,DriveUp,5000 
Deposit,28,13,Mon,2,CampusB,15000 
Withdrawal,28,13,Mon,2,CampusB,2000 
Deposit,28,13,Mon,2,DriveUp,10000 
Withdrawal,28,13,Mon,2,DriveUp,2000 
Withdrawal,28,13,Mon,2,DriveUp,2000 
Withdrawal,28,13,Mon,2,CampusB,3000 
Withdrawal,28,13,Mon,2,CampusB,3000 
Withdrawal,28,13,Mon,2,CampusB,9000 
